Constituent,predID,CampaignNum,Conc,Day,DOY
NPOC..mg.C.L.,P1,1,1.6400084901475227,15,15
NPOC..mg.C.L.,P1,2,1.0460734942189023,45.44,45.44
NPOC..mg.C.L.,P1,3,0.7312528886594947,75.88,75.88
NPOC..mg.C.L.,P1,4,1.0961548673301689,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P1,5,2.1991774925766863,136.76,136.76
NPOC..mg.C.L.,P1,6,5.819516351659134,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P1,7,13.338435121268926,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P1,8,25.346776352196915,228.08,228.08
NPOC..mg.C.L.,P1,9,24.535261065504468,258.52,258.52
NPOC..mg.C.L.,P1,10,22.81301700465521,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P1,11,13.721629095329009,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P1,12,4.896571675113196,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P1,13,1.9093710086946911,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P1,14,0.9914567362361623,410.72,45.47000000000003
NPOC..mg.C.L.,P1,15,1.0101584742617447,441.16,75.910000000000025
NPOC..mg.C.L.,P1,16,1.4309523861299167,471.6,106.35000000000002
NPOC..mg.C.L.,P1,17,2.791013667497153,502.04,136.79000000000002
NPOC..mg.C.L.,P1,18,7.387462440698128,532.48,167.23000000000002
NPOC..mg.C.L.,P1,19,15.30246244618365,562.9200000000001,197.67000000000007
NPOC..mg.C.L.,P1,20,23.90447158979688,593.36,228.11
NPOC..mg.C.L.,P1,21,30.486148365464825,623.8000000000001,258.55000000000007
NPOC..mg.C.L.,P1,22,23.942518292133187,654.24,288.99
NPOC..mg.C.L.,P1,23,9.970532561225516,684.6800000000001,319.43000000000006
NPOC..mg.C.L.,P1,24,4.908778250492205,715.12,349.87
NPOC..mg.C.L.,P1,25,1.8907549665311796,745.5600000000001,15.06000000000006
NPOC..mg.C.L.,P1,26,0.9569445669117925,776,45.5
NPOC..mg.C.L.,P1,27,0.9303604022797572,806.44,75.94000000000005
NPOC..mg.C.L.,P1,28,1.127774153952341,836.88,106.38
NPOC..mg.C.L.,P1,29,3.268556855542002,867.32,136.82000000000005
NPOC..mg.C.L.,P1,30,7.705226224905853,897.76,167.26
NPOC..mg.C.L.,P1,31,20.04936664916722,928.2,197.70000000000005
NPOC..mg.C.L.,P1,32,39.67336051086568,958.64,228.14
NPOC..mg.C.L.,P1,33,39.94323353085407,989.08,258.58000000000004
NPOC..mg.C.L.,P1,34,26.927436458174142,1019.5200000000001,289.0200000000001
NPOC..mg.C.L.,P1,35,16.832161546074087,1049.96,319.46000000000004
NPOC..mg.C.L.,P1,36,9.173251414439651,1080.4,349.9000000000001
NPOC..mg.C.L.,P1,37,4.491681262970525,1110.8400000000001,15.090000000000146
NPOC..mg.C.L.,P1,38,2.6839506079357136,1141.28,45.52999999999997
NPOC..mg.C.L.,P1,39,2.327808158115312,1171.72,75.97000000000003
NPOC..mg.C.L.,P1,40,3.4697251941215925,1202.16,106.41000000000008
NPOC..mg.C.L.,P1,41,5.717520760427067,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P1,42,12.933926730753889,1263.04,167.28999999999996
NPOC..mg.C.L.,P1,43,22.31341570962376,1293.48,197.73000000000002
NPOC..mg.C.L.,P1,44,46.61404622161922,1323.92,228.17000000000007
NPOC..mg.C.L.,P1,45,45.25896417767088,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P1,46,39.014291023813996,1384.8,289.04999999999995
NPOC..mg.C.L.,P1,47,16.147488713997337,1415.24,319.49
NPOC..mg.C.L.,P1,48,6.192773635584793,1445.68,349.93000000000006
NPOC..mg.C.L.,P1,49,2.501518896385787,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P1,50,1.3409025920271882,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P1,51,1.1758899630059598,1537,76
NPOC..mg.C.L.,P1,52,1.6452059157446146,1567.44,106.44000000000005
NPOC..mg.C.L.,P1,53,3.132066084622537,1597.88,136.8800000000001
NPOC..mg.C.L.,P1,54,8.769094485582343,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P1,55,23.352026687184804,1658.76,197.76
NPOC..mg.C.L.,P1,56,39.59128966182014,1689.2,228.20000000000005
NPOC..mg.C.L.,P1,57,46.09753050855821,1719.64,258.6400000000001
NPOC..mg.C.L.,P1,58,49.53526982170832,1750.0800000000002,289.08000000000015
NPOC..mg.C.L.,P1,59,23.94537481177253,1780.52,319.52
NPOC..mg.C.L.,P1,60,8.201171455987351,1810.96,349.96000000000004
NPOC..mg.C.L.,P2,1,3.1776800352498786,15,15
NPOC..mg.C.L.,P2,2,1.7331505555287958,45.44,45.44
NPOC..mg.C.L.,P2,3,1.097854934509812,75.88,75.88
NPOC..mg.C.L.,P2,4,1.7499758821205698,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P2,5,3.908463729728706,136.76,136.76
NPOC..mg.C.L.,P2,6,11.446548419794386,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P2,7,28.997688427213237,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P2,8,41.67110528497246,228.08,228.08
NPOC..mg.C.L.,P2,9,58.316978378249416,258.52,258.52
NPOC..mg.C.L.,P2,10,41.337101854488424,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P2,11,15.879072304435908,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P2,12,6.3390658642020465,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P2,13,2.676734386425144,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P2,14,1.1313725931785703,410.72,45.47000000000003
NPOC..mg.C.L.,P2,15,1.1343081611087296,441.16,75.910000000000025
NPOC..mg.C.L.,P2,16,0.9515722919726083,471.6,106.35000000000002
NPOC..mg.C.L.,P2,17,1.9166063558137387,502.04,136.79000000000002
NPOC..mg.C.L.,P2,18,5.94382322712665,532.48,167.23000000000002
NPOC..mg.C.L.,P2,19,12.497537570393051,562.9200000000001,197.67000000000007
NPOC..mg.C.L.,P2,20,29.78209968892619,593.36,228.11
NPOC..mg.C.L.,P2,21,38.916328296787086,623.8000000000001,258.55000000000007
NPOC..mg.C.L.,P2,22,36.04214777638665,654.24,288.99
NPOC..mg.C.L.,P2,23,16.140265055062034,684.6800000000001,319.43000000000006
NPOC..mg.C.L.,P2,24,7.390274182219806,715.12,349.87
NPOC..mg.C.L.,P2,25,2.9749680850754876,745.5600000000001,15.06000000000006
NPOC..mg.C.L.,P2,26,1.634418688966254,776,45.5
NPOC..mg.C.L.,P2,27,1.4194209055644131,806.44,75.94000000000005
NPOC..mg.C.L.,P2,28,1.954978970326712,836.88,106.38
NPOC..mg.C.L.,P2,29,3.2880071814122735,867.32,136.82000000000005
NPOC..mg.C.L.,P2,30,8.719043801123712,897.76,167.26
NPOC..mg.C.L.,P2,31,13.49461049026866,928.2,197.70000000000005
NPOC..mg.C.L.,P2,32,26.85901801896861,958.64,228.14
NPOC..mg.C.L.,P2,33,37.843024142491885,989.08,258.58000000000004
NPOC..mg.C.L.,P2,34,28.089490378595507,1019.5200000000001,289.0200000000001
NPOC..mg.C.L.,P2,35,12.572000899555118,1049.96,319.46000000000004
NPOC..mg.C.L.,P2,36,4.172494920041477,1080.4,349.9000000000001
NPOC..mg.C.L.,P2,37,1.463332858549292,1110.8400000000001,15.090000000000146
NPOC..mg.C.L.,P2,38,0.7855907519518718,1141.28,45.52999999999997
NPOC..mg.C.L.,P2,39,0.6732010979622334,1171.72,75.97000000000003
NPOC..mg.C.L.,P2,40,0.8279753004505925,1202.16,106.41000000000008
NPOC..mg.C.L.,P2,41,1.897356343664487,1232.6000000000001,136.85000000000014
NPOC..mg.C.L.,P2,42,4.782648886821531,1263.04,167.28999999999996
NPOC..mg.C.L.,P2,43,13.858614886601933,1293.48,197.73000000000002
NPOC..mg.C.L.,P2,44,34.231100362800085,1323.92,228.17000000000007
NPOC..mg.C.L.,P2,45,42.4572982216917,1354.3600000000001,258.6100000000001
NPOC..mg.C.L.,P2,46,30.472576066419045,1384.8,289.04999999999995
NPOC..mg.C.L.,P2,47,13.518598770671748,1415.24,319.49
NPOC..mg.C.L.,P2,48,5.029319271810663,1445.68,349.93000000000006
NPOC..mg.C.L.,P2,49,2.0579427015770744,1476.1200000000001,15.120000000000118
NPOC..mg.C.L.,P2,50,1.4003313314422685,1506.5600000000002,45.56000000000017
NPOC..mg.C.L.,P2,51,1.1059152786449167,1537,76
NPOC..mg.C.L.,P2,52,1.3848201585950188,1567.44,106.44000000000005
NPOC..mg.C.L.,P2,53,2.7044609508927446,1597.88,136.8800000000001
NPOC..mg.C.L.,P2,54,6.81575054364627,1628.3200000000002,167.32000000000016
NPOC..mg.C.L.,P2,55,21.5686656332483,1658.76,197.76
NPOC..mg.C.L.,P2,56,45.48615524899568,1689.2,228.20000000000005
NPOC..mg.C.L.,P2,57,55.20813659638118,1719.64,258.6400000000001
NPOC..mg.C.L.,P2,58,34.88442610106822,1750.0800000000002,289.08000000000015
NPOC..mg.C.L.,P2,59,16.06366727306926,1780.52,319.52
NPOC..mg.C.L.,P2,60,5.90633747125302,1810.96,349.96000000000004
NPOC..mg.C.L.,P3,1,3.090573347315911,15,15
NPOC..mg.C.L.,P3,2,1.5070427065670844,45.44,45.44
NPOC..mg.C.L.,P3,3,1.192114819852455,75.88,75.88
NPOC..mg.C.L.,P3,4,1.8903413465814778,106.32000000000001,106.32000000000001
NPOC..mg.C.L.,P3,5,3.7461026839314813,136.76,136.76
NPOC..mg.C.L.,P3,6,9.011767896710342,167.20000000000002,167.20000000000002
NPOC..mg.C.L.,P3,7,20.886391504291435,197.64000000000001,197.64000000000001
NPOC..mg.C.L.,P3,8,28.78942427039566,228.08,228.08
NPOC..mg.C.L.,P3,9,41.87345595998734,258.52,258.52
NPOC..mg.C.L.,P3,10,35.54348760246139,288.96000000000004,288.96000000000004
NPOC..mg.C.L.,P3,11,18.34739008389911,319.40000000000003,319.40000000000003
NPOC..mg.C.L.,P3,12,7.044342019071185,349.84000000000003,349.84000000000003
NPOC..mg.C.L.,P3,13,2.86733359380064,380.28000000000003,15.03000000000003
NPOC..mg.C.L.,P3,14,1.6068849402840053,410.72,45.47000000000003
NPOC..mg.C.L.,P3,15,1.222312931556501,441.16,75.910000000000025
